Sample_ID,category1,category2,Kingdom,Phylum,Class,Order,value
LAA9,larvae,field larvae,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0
X1,larvae,lab larvae,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0
X10,water,lab water,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0
X11,water,lab water,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0.052740978
X2,larvae,lab larvae,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0
X3,larvae,lab larvae,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0
X4,larvae,lab larvae,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0
X8,water,lab water,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0.047496555
X9,water,lab water,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,0.055323021
AA100,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA101,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA103,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA106,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA107,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA108,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0.034823285
AA109,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA112,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA113,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA62,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA63,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA65,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA66,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA67,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA79,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA82,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA84,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA85,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA88,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA89,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA90,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA91,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA94,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA95,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA96,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA98,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
AA99,water,field water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA1,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA10,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA11,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA12,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA13,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA15,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0.056335616
LAA17,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA18,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA2,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA20,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA22,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA23,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA24,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA26,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA27,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA28,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA29,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA3,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA30,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0.020658786
LAA31,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA32,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA4,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA5,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA6,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA7,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA8,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
LAA9,larvae,field larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
X1,larvae,lab larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
X10,water,lab water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0.078234934
X11,water,lab water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0.066740127
X2,larvae,lab larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0.025810721
X3,larvae,lab larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
X4,larvae,lab larvae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0
X8,water,lab water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0.069728985
X9,water,lab water,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,0.06833485
AA100,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA101,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA103,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA106,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.030379747
AA107,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA108,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA109,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.043856984
AA112,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA113,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA62,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA63,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.028085326
AA65,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.039080154
AA66,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA67,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA79,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA82,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA84,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.037230537
AA85,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA88,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.061749753
AA89,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA90,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.046050894
AA91,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA94,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA95,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.122828745
AA96,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.052041946
AA98,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
AA99,water,field water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA1,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA10,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA11,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA12,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA13,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA15,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA17,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA18,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA2,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA20,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA22,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA23,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA24,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA26,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA27,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA28,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA29,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA3,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA30,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA31,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA32,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA4,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA5,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA6,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA7,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA8,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
LAA9,larvae,field larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
X1,larvae,lab larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
X10,water,lab water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
X11,water,lab water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.030402444
X2,larvae,lab larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
X3,larvae,lab larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
X4,larvae,lab larvae,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
X8,water,lab water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0
X9,water,lab water,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,0.042584167
AA100,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA101,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.288677694
AA103,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.070752591
AA106,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA107,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA108,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA109,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA112,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.361937184
AA113,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.19704764
AA62,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.093170154
AA63,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.10780189
AA65,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA66,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.11505388
AA67,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.070430408
AA79,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.403481823
AA82,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.156721459
AA84,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.103854864
AA85,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.079533625
AA88,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.039207033
AA89,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.115509032
AA90,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.023861935
AA91,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA94,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.091534048
AA95,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA96,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
AA98,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.135135135
AA99,water,field water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.113530778
LAA1,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA10,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA11,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA12,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA13,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA15,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA17,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA18,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA2,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA20,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA22,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA23,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA24,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA26,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA27,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA28,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA29,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA3,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA30,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA31,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA32,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA4,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA5,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA6,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA7,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA8,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
LAA9,larvae,field larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
X1,larvae,lab larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
X10,water,lab water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.161440808
X11,water,lab water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.086849816
X2,larvae,lab larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
X3,larvae,lab larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
X4,larvae,lab larvae,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0
X8,water,lab water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.128892972
X9,water,lab water,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,0.107825296
AA100,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0.036090404
AA101,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA103,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA106,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA107,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA108,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA109,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA112,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA113,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA62,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA63,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA65,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA66,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA67,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA79,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA82,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA84,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA85,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0.055017697
AA88,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0.032534247
AA89,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA90,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA91,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA94,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA95,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA96,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA98,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA99,water,field water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA1,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA10,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA11,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA12,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA13,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA15,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA17,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA18,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA2,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA20,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA22,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA23,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA24,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA26,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA27,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA28,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA29,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA3,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA30,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA31,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA32,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA4,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA5,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA6,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA7,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA8,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
LAA9,larvae,field larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
X1,larvae,lab larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
X10,water,lab water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
X11,water,lab water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
X2,larvae,lab larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
X3,larvae,lab larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
X4,larvae,lab larvae,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
X8,water,lab water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
X9,water,lab water,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,0
AA100,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA101,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA103,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA106,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA107,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA108,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA109,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA112,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA113,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA62,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA63,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA65,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA66,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA67,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA79,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA82,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA84,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA85,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA88,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA89,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA90,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA91,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA94,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA95,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA96,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA98,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
AA99,water,field water,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA1,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA10,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA11,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA12,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA13,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA15,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA17,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA18,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA2,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA20,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA22,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA23,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA24,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA26,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA27,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA28,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA29,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0.044283271
LAA3,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA30,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA31,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA32,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0.072562358
LAA4,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA5,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
