Sample_ID,category1,category2,Kingdom,Phylum,Class,Order,value
AA62,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA63,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.036241512
AA65,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.089026984
AA66,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA67,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.059530464
AA79,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.023894863
AA82,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA84,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.048566259
AA85,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.020091609
AA88,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.071758932
AA89,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA90,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.187285375
AA91,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA94,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.023330086
AA95,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.11390556
AA96,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.154953429
AA98,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.072072072
AA99,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.020942408
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.028056112
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.035684647
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.025546353
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.032063232
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.078121506
X1,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
X10,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.020648516
X11,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
X2,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
X8,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.022508039
X9,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.025932666
AA100,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA101,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA103,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA106,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA107,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA108,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA109,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA112,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA113,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA62,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA63,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA65,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA66,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA67,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA79,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA82,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA84,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA85,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA88,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA89,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA90,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA91,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA94,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA95,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA96,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA98,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA99,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0.066426702
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
X1,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
X10,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
X11,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
X2,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
X8,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
X9,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,0
AA100,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.049027728
AA101,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.263638856
AA103,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.488328076
AA106,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
AA107,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
AA108,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.329261954
AA109,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.023802289
AA112,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.255435976
AA113,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.162715276
AA62,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.072509541
AA63,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.090566873
AA65,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.027715007
AA66,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.190921955
AA67,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.184740078
AA79,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.202082267
AA82,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.283044359
AA84,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.123985956
AA85,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.020716219
AA88,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.031651603
AA89,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.439810272
AA90,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.046843357
AA91,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.07775541
AA94,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.047147342
AA95,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.067320822
AA96,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.042858073
AA98,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.036036036
AA99,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.403019744
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
X1,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
X10,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
X11,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.141794596
X2,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.021398632
X3,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0
X8,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.079467157
X9,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,0.129936306
AA100,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.043663472
AA101,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
AA103,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.030824696
AA106,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.038107928
AA107,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.038555692
AA108,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.25
AA109,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.062088524
AA112,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
AA113,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.061731156
AA62,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
AA63,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.026867434
AA65,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.098365014
AA66,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.035267225
AA67,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.022638345
AA79,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.051032599
AA82,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.091083089
AA84,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.079230225
AA85,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
AA88,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.1621593
AA89,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.07939883
AA90,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.058730298
AA91,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.285606442
AA94,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
AA95,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.117462132
AA96,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
AA98,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.09009009
AA99,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.099657534
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.021204503
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.069953098
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.041447507
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.042465282
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.026077098
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.039384615
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.050781429
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
X1,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
X10,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.129091465
X11,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.087826501
X2,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0
X8,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.106844281
X9,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,0.125295723
AA100,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA101,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA103,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.033528616
AA106,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA107,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA108,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.054573805
AA109,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA112,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA113,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA62,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA63,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA65,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.031137844
AA66,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA67,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA79,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA82,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA84,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.02424119
AA85,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA88,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.047009603
AA89,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA90,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA91,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.08983392
AA94,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA95,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA96,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA98,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA99,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.075171233
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.094900709
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0.049364764
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
