ID,Treatment,Day_Pupation
1209,Reintroduced Community,21
1212,Reintroduced Community,14
1213,Reintroduced Community,15
1214,Reintroduced Community,15
1215,Reintroduced Community,17
1216,Reintroduced Community,17
1217,Reintroduced Community,18
1218,Reintroduced Community,19
1219,Reintroduced Community,21
1220,Reintroduced Community,23
1221,Reintroduced Community,25
1223,Reintroduced Community,16
1224,Reintroduced Community,16
1225,Reintroduced Community,16
1226,Reintroduced Community,16
1227,Reintroduced Community,18
1231,Reintroduced Community,15
1232,Reintroduced Community,16
1233,Reintroduced Community,17
1234,Reintroduced Community,17
1235,Reintroduced Community,18
1236,Reintroduced Community,19
1237,Reintroduced Community,20
1238,Reintroduced Community,21
1239,Reintroduced Community,23
1242,Reintroduced Community,15
1243,Reintroduced Community,15
1244,Reintroduced Community,15
1245,Reintroduced Community,15
1246,Reintroduced Community,16
1247,Reintroduced Community,17
1248,Reintroduced Community,23
1249,Reintroduced Community,24
1252,Reintroduced Community,15
1253,Reintroduced Community,16
1254,Reintroduced Community,16
1255,Reintroduced Community,17
1256,Reintroduced Community,21
1257,Reintroduced Community,21
1260,Reintroduced Community,14
1261,Reintroduced Community,15
1262,Reintroduced Community,15
1263,Reintroduced Community,16
1264,Reintroduced Community,16
1265,Reintroduced Community,17
1266,Reintroduced Community,18
1267,Reintroduced Community,19
1268,Reintroduced Community,21
1270,Reintroduced Community,14
1271,Reintroduced Community,17
1272,Reintroduced Community,17
1273,Reintroduced Community,17
1274,Reintroduced Community,20
1275,Reintroduced Community,21
1276,Reintroduced Community,22
1277,Reintroduced Community,22
1279,Reintroduced Community,15
1280,Reintroduced Community,15
1281,Reintroduced Community,15
1282,Reintroduced Community,15
1283,Reintroduced Community,16
1284,Reintroduced Community,16
1285,Reintroduced Community,17
1286,Reintroduced Community,17
1287,Reintroduced Community,19
